,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR
1,1,ACSA,0.279504,0,0.200048,0.021405136,1,BEAL,0.279485,0,0.200026,0.021802834,1,ACRU,0.279516,0,0.200061,0.021606588,1,BELE,0.279431,0,0.199966,0.021796294,1,BEPA,0.279544,0,0.200093,0.021810137,1,FAGR,0.279399,0,0.199931,0.030389512,1,FRAM,0.279533,0,0.200081,0.019007695,1,PIAB,0.279407,0,0.19994,0.019994,1,PIRE,0.279486,0,0.200027,0.017402349,1,PIST,0.279532,0,0.200079,0.017406873,1,PRSE,0.279396,0,0.199927,0.023191532,1,QURU,0.279534,0,0.200082,0.023809758,1,TSCA,0.279393,0,0.199924,0.0199924
2,2,ACSA,0.292025,0.069999,0.214047,0.022903029,2,BEAL,0.293021,0.0756735,0.215161,0.023452549,2,ACRU,0.283675,0.0232493,0.204711,0.022108788,2,BELE,0.283457,0.0225061,0.204467,0.022286903,2,BEPA,0.283574,0.0225204,0.204597,0.022301073,2,FAGR,0.28838,0.0502028,0.209971,0.031915592,2,FRAM,0.283562,0.022519,0.204584,0.01943548,2,PIAB,0.286867,0.0416982,0.208279,0.0208279,2,PIRE,0.282626,0.0175526,0.203538,0.017707806,2,PIST,0.282673,0.0175572,0.20359,0.01771233,2,PRSE,0.288501,0.0508952,0.210106,0.024372296,2,QURU,0.283171,0.0203278,0.204147,0.024293493,2,TSCA,0.286852,0.0416948,0.208263,0.0208263
3,3,ACSA,0.305418,0.0748978,0.229027,0.024505889,3,BEAL,0.307575,0.0813992,0.231441,0.025227069,3,ACRU,0.287931,0.0237897,0.209469,0.022622652,3,BELE,0.287574,0.0230127,0.20907,0.02278863,3,BEPA,0.287693,0.0230274,0.209203,0.022803127,3,FAGR,0.297809,0.052724,0.220516,0.033518432,3,FRAM,0.287681,0.0230259,0.20919,0.01987305,3,PIAB,0.294636,0.0434374,0.216967,0.0216967,3,PIRE,0.285821,0.0178607,0.20711,0.01801857,3,PIST,0.285869,0.0178653,0.207163,0.018023181,3,PRSE,0.298067,0.0534865,0.220804,0.025613264,3,QURU,0.286881,0.0207408,0.208295,0.024787105,3,TSCA,0.294621,0.043434,0.21695,0.021695
4,4,ACSA,0.319741,0.0801393,0.245055,0.026220885,4,BEAL,0.323223,0.0875581,0.248953,0.027135877,4,ACRU,0.292285,0.0243426,0.214337,0.023148396,4,BELE,0.291783,0.0235307,0.213776,0.023301584,4,BEPA,0.291904,0.0235457,0.213912,0.023316408,4,FAGR,0.307709,0.0553719,0.23159,0.03520168,4,FRAM,0.291892,0.0235442,0.213898,0.02032031,4,PIAB,0.302727,0.0452492,0.226017,0.0226017,4,PIRE,0.289072,0.0181742,0.210745,0.018334815,4,PIST,0.289121,0.0181788,0.210799,0.018339513,4,PRSE,0.308116,0.0562097,0.232046,0.026917336,4,QURU,0.290667,0.0211623,0.212528,0.025290832,4,TSCA,0.302711,0.0452456,0.225999,0.0225999
5,5,ACSA,0.335058,0.0857476,0.262204,0.028055828,5,BEAL,0.340045,0.0941831,0.267789,0.029189001,5,ACRU,0.296739,0.0249084,0.219319,0.023686452,5,BELE,0.296086,0.0240604,0.218588,0.023826092,5,BEPA,0.29621,0.0240757,0.218727,0.023841243,5,FAGR,0.318102,0.0581526,0.243221,0.036969592,5,FRAM,0.296198,0.0240742,0.218713,0.020777735,5,PIAB,0.311153,0.0471366,0.235444,0.0235444,5,PIRE,0.29238,0.0184931,0.214444,0.018656628,5,PIST,0.292429,0.0184979,0.214499,0.018661413,5,PRSE,0.318673,0.0590715,0.24386,0.02828776,5,QURU,0.294528,0.0215923,0.216846,0.025804674,5,TSCA,0.311136,0.0471329,0.235425,0.0235425
6,6,ACSA,0.351439,0.0917484,0.280554,0.030019278,6,BEAL,0.358129,0.101309,0.288051,0.031397559,6,ACRU,0.301296,0.0254873,0.224416,0.024236928,6,BELE,0.300485,0.024602,0.223508,0.024362372,6,BEPA,0.300612,0.0246177,0.223651,0.024377959,6,FAGR,0.329013,0.0610731,0.255436,0.038826272,6,FRAM,0.300599,0.0246161,0.223636,0.02124542,6,PIAB,0.319928,0.0491027,0.245265,0.0245265,6,PIRE,0.295745,0.0188177,0.218207,0.018984009,6,PIST,0.295795,0.0188225,0.218263,0.018988881,6,PRSE,0.329764,0.0620791,0.256276,0.029728016,6,QURU,0.298468,0.022031,0.221253,0.026329107,6,TSCA,0.319911,0.0490988,0.245245,0.0245245
7,7,ACSA,0.368956,0.0981692,0.300188,0.032120116,7,BEAL,0.377569,0.108975,0.309846,0.033773214,7,ACRU,0.305959,0.0260797,0.229632,0.024800256,7,BELE,0.304982,0.0251558,0.22854,0.02491086,7,BEPA,0.305112,0.0251718,0.228685,0.024926665,7,FAGR,0.340468,0.0641402,0.268264,0.040776128,7,FRAM,0.305099,0.0251702,0.228671,0.021723745,7,PIAB,0.329066,0.0511508,0.255495,0.0255495,7,PIRE,0.299169,0.0191479,0.222037,0.019317219,7,PIST,0.29922,0.0191528,0.222094,0.019322178,7,PRSE,0.341415,0.0652397,0.269324,0.031241584,7,QURU,0.302487,0.0224787,0.225748,0.026864012,7,TSCA,0.329048,0.0511468,0.255474,0.0255474
8,8,ACSA,0.387688,0.105039,0.321196,0.034367972,8,BEAL,0.398466,0.11722,0.33329,0.03632861,8,ACRU,0.310729,0.0266858,0.234969,0.025376652,8,BELE,0.30958,0.025722,0.233684,0.025471556,8,BEPA,0.309713,0.0257384,0.233833,0.025487797,8,FAGR,0.352494,0.0673613,0.281736,0.042823872,8,FRAM,0.3097,0.0257368,0.233818,0.02221271,8,PIAB,0.338583,0.0532844,0.266152,0.0266152,8,PIRE,0.302653,0.019484,0.225933,0.019656171,8,PIST,0.302704,0.019489,0.225992,0.019661304,8,PRSE,0.353654,0.0685613,0.283036,0.032832176,8,QURU,0.306587,0.0229354,0.230335,0.027409865,8,TSCA,0.338564,0.0532801,0.26613,0.026613
9,9,ACSA,0.407717,0.11239,0.343674,0.036773118,9,BEAL,0.420928,0.126089,0.358508,0.039077372,9,ACRU,0.315609,0.0273061,0.240431,0.025966548,9,BELE,0.314281,0.026301,0.238944,0.026044896,9,BEPA,0.314417,0.0263178,0.239096,0.026061464,9,FAGR,0.365118,0.0707442,0.295885,0.04497452,9,FRAM,0.314403,0.0263161,0.239081,0.022712695,9,PIAB,0.348493,0.0555069,0.277253,0.0277253,9,PIRE,0.306197,0.0198259,0.229899,0.020001213,9,PIST,0.30625,0.019831,0.229958,0.020006346,9,PRSE,0.366511,0.072052,0.297446,0.034503736,9,QURU,0.31077,0.0234015,0.235016,0.027966904,9,TSCA,0.348473,0.0555025,0.277231,0.0277231
10,10,ACSA,0.429134,0.120256,0.367725,0.039346575,10,BEAL,0.445071,0.13563,0.385634,0.042034106,10,ACRU,0.320602,0.0279407,0.246019,0.026570052,10,BELE,0.319087,0.0268931,0.244323,0.026631207,10,BEPA,0.319225,0.0269102,0.244478,0.026648102,10,FAGR,0.37837,0.074297,0.310744,0.047233088,10,FRAM,0.319212,0.0269085,0.244463,0.023223985,10,PIAB,0.358813,0.0578221,0.288817,0.0288817,10,PIRE,0.309803,0.0201739,0.233933,0.020352171,10,PIST,0.309857,0.0201791,0.233994,0.020357478,10,PRSE,0.380016,0.0757205,0.312591,0.036260556,10,QURU,0.315038,0.023877,0.239791,0.028535129,10,TSCA,0.358792,0.0578175,0.288794,0.0288794
11,11,ACSA,0.452031,0.128671,0.393459,0.042100113,11,BEAL,0.471018,0.145892,0.414812,0.045214508,11,ACRU,0.32571,0.0285901,0.251737,0.027187596,11,BELE,0.324,0.0274984,0.249822,0.027230598,11,BEPA,0.324142,0.0275159,0.249981,0.027247929,11,FAGR,0.392282,0.0780282,0.32635,0.0496052,11,FRAM,0.324128,0.0275142,0.249966,0.02374677,11,PIAB,0.369559,0.0602339,0.300864,0.0300864,11,PIRE,0.313472,0.0205279,0.238039,0.020709393,11,PIST,0.313527,0.0205332,0.2381,0.0207147,11,PRSE,0.394203,0.0795757,0.328506,0.038106696,11,QURU,0.319391,0.0243621,0.244664,0.029115016,11,TSCA,0.369538,0.0602292,0.30084,0.030084
12,12,ACSA,0.476512,0.137676,0.420994,0.045046358,12,BEAL,0.498903,0.156931,0.446198,0.048635582,12,ACRU,0.330936,0.0292546,0.257588,0.027819504,12,BELE,0.329023,0.0281174,0.255446,0.027843614,12,BEPA,0.329168,0.0281353,0.255608,0.027861272,12,FAGR,0.406885,0.0819468,0.342739,0.052096328,12,FRAM,0.329153,0.0281335,0.255592,0.02428124,12,PIAB,0.38075,0.0627463,0.313413,0.0313413,12,PIRE,0.317205,0.0208882,0.242217,0.021072879,12,PIST,0.317261,0.0208936,0.242279,0.021078273,12,PRSE,0.409105,0.0836272,0.345231,0.040046796,12,QURU,0.323832,0.0248572,0.249635,0.029706565,12,TSCA,0.380728,0.0627414,0.313389,0.0313389
13,13,ACSA,0.502684,0.147311,0.450457,0.048198899,13,BEAL,0.528868,0.168805,0.479959,0.052315531,13,ACRU,0.336282,0.0299346,0.263575,0.0284661,13,BELE,0.334158,0.0287504,0.261196,0.028470364,13,BEPA,0.334306,0.0287686,0.261362,0.028488458,13,FAGR,0.422214,0.0860622,0.359952,0.054712704,13,FRAM,0.334291,0.0287668,0.261346,0.02482787,13,PIAB,0.392403,0.0653635,0.326486,0.0326486,13,PIRE,0.321003,0.0212548,0.246468,0.021442716,13,PIST,0.321059,0.0212603,0.246531,0.021448197,13,PRSE,0.424757,0.087885,0.362808,0.042085728,13,QURU,0.328363,0.0253622,0.254707,0.030310133,13,TSCA,0.39238,0.0653583,0.32646,0.032646
14,14,ACSA,0.530661,0.15762,0.481981,0.051571967,14,BEAL,0.561067,0.181577,0.516275,0.056273975,14,ACRU,0.341751,0.0306303,0.269701,0.029127708,14,BELE,0.339408,0.0293975,0.267075,0.029111175,14,BEPA,0.339559,0.0294162,0.267245,0.029129705,14,FAGR,0.438304,0.0903843,0.378029,0.057460408,14,FRAM,0.339544,0.0294144,0.267229,0.025386755,14,PIAB,0.404537,0.0680899,0.340104,0.0340104,14,PIRE,0.324867,0.0216278,0.250793,0.021818991,14,PIST,0.324924,0.0216334,0.250858,0.021824646,14,PRSE,0.441197,0.0923595,0.38128,0.04422848,14,QURU,0.332985,0.0258776,0.259883,0.030926077,14,TSCA,0.404513,0.0680845,0.340077,0.0340077
15,15,ACSA,0.560568,0.168651,0.515711,0.055181077,15,BEAL,0.595664,0.195316,0.555338,0.060531842,15,ACRU,0.347347,0.0313422,0.275969,0.029804652,15,BELE,0.344775,0.0300593,0.273087,0.029766483,15,BEPA,0.34493,0.0300784,0.273261,0.029785449,15,FAGR,0.455192,0.0949234,0.397013,0.060345976,15,FRAM,0.344914,0.0300765,0.273244,0.02595818,15,PIAB,0.417173,0.07093,0.35429,0.035429,15,PIRE,0.328798,0.0220074,0.255195,0.022201965,15,PIST,0.328857,0.022013,0.25526,0.02220762,15,PRSE,0.458464,0.0970619,0.400692,0.046480272,15,QURU,0.337701,0.0264034,0.265164,0.031554516,15,TSCA,0.417148,0.0709243,0.354262,0.0354262
16,16,ACSA,0.592533,0.180453,0.551801,0.059042707,16,BEAL,0.632832,0.210094,0.597356,0.065111804,16,ACRU,0.353072,0.0320707,0.282383,0.030497364,16,BELE,0.350261,0.0307359,0.279234,0.030436506,16,BEPA,0.35042,0.0307554,0.279412,0.030455908,16,FAGR,0.472919,0.0996905,0.416951,0.063376552,16,FRAM,0.350404,0.0307535,0.279395,0.026542525,16,PIAB,0.430329,0.0738885,0.369068,0.0369068,16,PIRE,0.332798,0.0223936,0.259673,0.022591551,16,PIST,0.332858,0.0223994,0.25974,0.02259738,16,PRSE,0.4766,0.102004,0.421093,0.048846788,16,QURU,0.342511,0.0269399,0.270552,0.032195688,16,TSCA,0.430303,0.0738826,0.369039,0.0369039
17,17,ACSA,0.626698,0.193082,0.590418,0.063174726,17,BEAL,0.672761,0.22599,0.642555,0.070038495,17,ACRU,0.358928,0.0328161,0.288947,0.031206276,17,BELE,0.355871,0.0314277,0.28552,0.03112168,17,BEPA,0.356033,0.0314477,0.285702,0.031141518,17,FAGR,0.491524,0.104697,0.437891,0.066559432,17,FRAM,0.356017,0.0314458,0.285684,0.02713998,17,PIAB,0.444028,0.0769704,0.384462,0.0384462,17,PIRE,0.336868,0.0227866,0.264231,0.022988097,17,PIST,0.336928,0.0227925,0.264299,0.022994013,17,PRSE,0.495647,0.107197,0.442533,0.051333828,17,QURU,0.347418,0.0274873,0.276049,0.032849831,17,TSCA,0.444001,0.0769643,0.384431,0.0384431
18,18,ACSA,0.663209,0.206594,0.631737,0.067595859,18,BEAL,0.71565,0.243089,0.691172,0.075337748,18,ACRU,0.364919,0.0335788,0.295662,0.031931496,18,BELE,0.361605,0.0321352,0.291947,0.031822223,18,BEPA,0.361771,0.0321556,0.292133,0.031842497,18,FAGR,0.511051,0.109955,0.459882,0.069902064,18,FRAM,0.361754,0.0321536,0.292114,0.02775083,18,PIAB,0.458292,0.0801809,0.400498,0.0400498,18,PIRE,0.341008,0.0231865,0.268868,0.023391516,18,PIST,0.34107,0.0231925,0.268937,0.023397519,18,PRSE,0.515651,0.112655,0.465063,0.053947308,18,QURU,0.352424,0.0280458,0.281658,0.033517302,18,TSCA,0.458263,0.0801746,0.400466,0.0400466
19,19,ACSA,0.702226,0.221052,0.675947,0.072326329,19,BEAL,0.761715,0.261482,0.743469,0.081038121,19,ACRU,0.371049,0.0343593,0.302534,0.032673672,19,BELE,0.367467,0.0328585,0.298519,0.032538571,19,BEPA,0.367637,0.0328795,0.298709,0.032559281,19,FAGR,0.531545,0.115477,0.482977,0.073412504,19,FRAM,0.36762,0.0328774,0.29869,0.02837555,19,PIAB,0.473143,0.0835253,0.417203,0.0417203,19,PIRE,0.34522,0.0235935,0.273587,0.023802069,19,PIST,0.345283,0.0235995,0.273657,0.023808159,19,PRSE,0.536658,0.11839,0.488742,0.056694072,19,QURU,0.357531,0.0286157,0.287381,0.034198339,19,TSCA,0.473113,0.0835187,0.41717,0.041717
20,20,ACSA,0.743915,0.236522,0.723251,0.077387857,20,BEAL,0.811185,0.281267,0.799722,0.087169698,20,ACRU,0.377319,0.0351579,0.309566,0.033433128,20,BELE,0.373461,0.0335982,0.305238,0.033270942,20,BEPA,0.373634,0.0336196,0.305433,0.033292197,20,FAGR,0.553053,0.121276,0.507232,0.077099264,20,FRAM,0.373617,0.0336175,0.305413,0.029014235,20,PIAB,0.488606,0.0870092,0.434605,0.0434605,20,PIRE,0.349506,0.0240075,0.278388,0.024219756,20,PIST,0.34957,0.0240137,0.27846,0.02422602,20,PRSE,0.558719,0.124418,0.513625,0.0595805,20,QURU,0.362741,0.0291972,0.293221,0.034893299,20,TSCA,0.488575,0.0870024,0.434571,0.0434571
21,21,ACSA,0.788457,0.253074,0.773866,0.082803662,21,BEAL,0.864304,0.302549,0.860232,0.093765288,21,ACRU,0.383734,0.035975,0.316761,0.034210188,21,BELE,0.379587,0.0343545,0.312109,0.034019881,21,BEPA,0.379764,0.0343763,0.312308,0.034041572,21,FAGR,0.575624,0.127367,0.532706,0.080971312,21,FRAM,0.379747,0.0343742,0.312288,0.02966736,21,PIAB,0.504705,0.0906385,0.452733,0.0452733,21,PIRE,0.353866,0.0244289,0.283274,0.024644838,21,PIST,0.353931,0.0244352,0.283347,0.024651189,21,PRSE,0.581886,0.130753,0.539776,0.062614016,21,QURU,0.368056,0.0297904,0.299179,0.035602301,21,TSCA,0.504673,0.0906313,0.452697,0.0452697
22,22,ACSA,0.836041,0.270785,0.828023,0.088598461,22,BEAL,0.921335,0.325441,0.92532,0.10085988,22,ACRU,0.390297,0.0368111,0.324123,0.035005284,22,BELE,0.385851,0.0351278,0.319135,0.034785715,22,BEPA,0.386032,0.0351502,0.319338,0.034807842,22,FAGR,0.599311,0.133763,0.559458,0.085037616,22,FRAM,0.386014,0.0351479,0.319318,0.03033521,22,PIAB,0.521466,0.094419,0.471616,0.0471616,22,PIRE,0.358303,0.0248576,0.288245,0.025077315,22,PIST,0.358369,0.024864,0.28832,0.02508384,22,PRSE,0.606212,0.13741,0.567258,0.065801928,22,QURU,0.373478,0.0303958,0.305258,0.036325702,22,TSCA,0.521433,0.0944116,0.471579,0.0471579
23,23,ACSA,0.88687,0.289735,0.88597,0.09479879,23,BEAL,0.982558,0.350065,0.995333,0.108491297,23,ACRU,0.397011,0.0376667,0.331656,0.035818848,23,BELE,0.392254,0.0359185,0.326319,0.035568771,23,BEPA,0.392439,0.0359414,0.326526,0.035591334,23,FAGR,0.624166,0.140481,0.587554,0.089308208,23,FRAM,0.392421,0.0359391,0.326506,0.03101807,23,PIAB,0.538917,0.0983573,0.491288,0.0491288,23,PIRE,0.362816,0.0252939,0.293304,0.025517448,23,PIST,0.362883,0.0253004,0.29338,0.02552406,23,PRSE,0.631756,0.144406,0.596139,0.069152124,23,QURU,0.379009,0.0310134,0.311461,0.037063859,23,TSCA,0.538882,0.0983496,0.491249,0.0491249
24,24,ACSA,0.941158,0.310012,0.947973,0.101433111,24,BEAL,1.04827,0.376552,1.07064,0.11669976,24,ACRU,0.403879,0.0385422,0.339365,0.03665142,24,BELE,0.3988,0.036727,0.333664,0.036369376,24,BEPA,0.398989,0.0367504,0.333876,0.036392484,24,FAGR,0.650247,0.147536,0.617061,0.093793272,24,FRAM,0.39897,0.0367481,0.333855,0.031716225,24,PIAB,0.557084,0.10246,0.51178,0.051178,24,PIRE,0.367408,0.0257378,0.298452,0.025965324,24,PIST,0.367476,0.0257444,0.298529,0.025972023,24,PRSE,0.658576,0.151758,0.626491,0.072672956,24,QURU,0.384651,0.0316436,0.317789,0.037816891,24,TSCA,0.557048,0.102452,0.511739,0.0511739
25,25,ACSA,0.999133,0.331707,1.01431,0.10853117,25,BEAL,1.11879,0.405043,1.15165,0.12552985,25,ACRU,0.410905,0.039438,0.347252,0.037503216,25,BELE,0.405491,0.0375538,0.341175,0.037188075,25,BEPA,0.405685,0.0375777,0.341392,0.037211728,25,FAGR,0.677612,0.154945,0.64805,0.0985036,25,FRAM,0.405665,0.0375753,0.34137,0.03243015,25,PIAB,0.575997,0.106734,0.533127,0.0533127,25,PIRE,0.372079,0.0261895,0.30369,0.02642103,25,PIST,0.372149,0.0261962,0.303768,0.026427816,25,PRSE,0.686735,0.159485,0.658387,0.076372892,25,QURU,0.390407,0.0322865,0.324247,0.038585393,25,TSCA,0.57596,0.106725,0.533084,0.0533084
26,26,ACSA,1.06104,0.354921,1.0853,0.1161271,26,BEAL,1.19445,0.43569,1.23879,0.13502811,26,ACRU,0.418093,0.0403546,0.355323,0.038374884,26,BELE,0.412332,0.0383991,0.348855,0.038025195,26,BEPA,0.41253,0.0384235,0.349077,0.038049393,26,FAGR,0.706325,0.162726,0.680596,0.103450592,26,FRAM,0.41251,0.0384211,0.349055,0.033160225,26,PIAB,0.595687,0.111186,0.555364,0.0555364,26,PIRE,0.376832,0.0266491,0.30902,0.02688474,26,PIST,0.376903,0.026656,0.309099,0.026891613,26,PRSE,0.716299,0.167605,0.691908,0.080261328,26,QURU,0.396279,0.0329426,0.330835,0.039369365,26,TSCA,0.595648,0.111177,0.55532,0.055532
27,27,ACSA,1.12713,0.379759,1.16125,0.12425375,27,BEAL,1.27561,0.468656,1.33252,0.14524468,27,ACRU,0.425445,0.0412925,0.363582,0.039266856,27,BELE,0.419325,0.0392635,0.356707,0.038881063,27,BEPA,0.419527,0.0392884,0.356934,0.038905806,27,FAGR,0.73645,0.170898,0.714775,0.1086458,27,FRAM,0.419507,0.039286,0.356912,0.03390664,27,PIAB,0.616183,0.115823,0.578528,0.0578528,27,PIRE,0.381668,0.0271168,0.314443,0.027356541,27,PIST,0.38174,0.0271238,0.314524,0.027363588,27,PRSE,0.747336,0.176138,0.727136,0.084347776,27,QURU,0.402269,0.033612,0.337558,0.040169402,27,TSCA,0.616143,0.115814,0.578483,0.0578483
28,28,ACSA,1.19768,0.406335,1.24252,0.13294964,28,BEAL,3.22609,0.504116,1.07501,0.11717609,28,ACRU,0.432967,0.0422523,0.372032,0.040179456,28,BELE,0.426474,0.0401473,0.364737,0.039756333,28,BEPA,0.42668,0.0401728,0.364969,0.039781621,28,FAGR,0.768054,0.179481,0.750672,0.114102144,28,FRAM,0.42666,0.0401703,0.364946,0.03466987,28,PIAB,0.637519,0.120654,0.602659,0.0602659,28,PIRE,0.386588,0.0275927,0.319961,0.027836607,28,PIST,0.386661,0.0275998,0.320044,0.027843828,28,PRSE,0.779918,0.185106,0.764157,0.088642212,28,QURU,0.408379,0.0342949,0.344417,0.040985623,28,TSCA,0.637477,0.120645,0.602611,0.0602611
29,29,ACSA,1.27298,0.434772,1.32947,0.14225329,29,BEAL,4.35482,4.55792,1.7587,0.1916983,29,ACRU,0.440662,0.0432343,0.380679,0.041113332,29,BELE,0.433782,0.041051,0.372947,0.040651223,29,BEPA,0.433993,0.0410771,0.373184,0.040677056,29,FAGR,0.801209,0.188495,0.788371,0.119832392,29,FRAM,0.433972,0.0410745,0.373161,0.035450295,29,PIAB,0.659729,0.125687,0.627797,0.0627797,29,PIRE,0.391593,0.028077,0.325577,0.028325199,29,PIST,0.391667,0.0280842,0.325661,0.028332507,29,PRSE,0.81412,0.19453,0.803063,0.093155308,29,QURU,0.414612,0.0349918,0.351415,0.041818385,29,TSCA,0.659685,0.125677,0.627747,0.0627747
30,30,ACSA,3.19332,0.465198,1.06688,0.11415616,30,BEAL,5.46083,4.66508,2.45846,0.26797214,30,ACRU,0.448534,0.0442392,0.389527,0.042068916,30,BELE,0.441252,0.0419751,0.381342,0.041566278,30,BEPA,0.441468,0.0420018,0.381585,0.041592765,30,FAGR,0.835988,0.197961,0.827963,0.125850376,30,FRAM,0.441447,0.0419991,0.381561,0.036248295,30,PIAB,0.682848,0.130929,0.653982,0.0653982,30,PIRE,0.396685,0.0285697,0.331291,0.028822317,30,PIST,0.396761,0.0285771,0.331376,0.028829712,30,PRSE,0.85002,0.204435,0.84395,0.0978982,30,QURU,0.420971,0.0357028,0.358556,0.042668164,30,TSCA,0.682802,0.130919,0.653931,0.0653931
31,31,ACSA,3.19332,0,1.06688,0.11415616,31,BEAL,6.61546,5.10003,3.22346,0.35135714,31,ACRU,0.456586,0.0452674,0.39858,0.04304664,31,BELE,0.448889,0.0429199,0.389926,0.042501934,31,BEPA,0.449109,0.0429472,0.390174,0.042528966,31,FAGR,0.87247,0.207902,0.869543,0.132170536,31,FRAM,0.449088,0.0429445,0.390149,0.037064155,31,PIAB,0.706911,0.13639,0.68126,0.068126,31,PIRE,0.401866,0.0290711,0.337105,0.029328135,31,PIST,0.401943,0.0290786,0.337192,0.029335704,31,PRSE,0.887701,0.214843,0.886919,0.102882604,31,QURU,0.427457,0.0364283,0.365841,0.043535079,31,TSCA,0.706864,0.13638,0.681206,0.0681206
32,32,ACSA,3.19332,0,1.06688,0.11415616,32,BEAL,7.87182,5.84376,4.10003,0.44690327,32,ACRU,0.464823,0.0463195,0.407844,0.044047152,32,BELE,0.456695,0.043886,0.398703,0.043458627,32,BEPA,0.456921,0.043914,0.398957,0.043486313,32,FAGR,0.910734,0.218343,0.913212,0.138808224,32,FRAM,0.456899,0.0439112,0.398932,0.03789854,32,PIAB,0.731958,0.142079,0.709676,0.0709676,32,PIRE,0.407136,0.0295814,0.343021,0.029842827,32,PIST,0.407215,0.029589,0.34311,0.02985057,32,PRSE,0.927248,0.225782,0.932075,0.1081207,32,QURU,0.434073,0.0371685,0.373275,0.044419725,32,TSCA,0.731908,0.142068,0.70962,0.070962
33,33,ACSA,3.64951,1.83574,1.34224,0.14361968,33,BEAL,8.59143,3.49847,4.6248,0.5041032,33,ACRU,0.47325,0.0473961,0.417324,0.045070992,33,BELE,0.464676,0.0448739,0.407678,0.044436902,33,BEPA,0.464906,0.0449025,0.407937,0.044465133,33,FAGR,0.950867,0.229309,0.959074,0.145779248,33,FRAM,0.464883,0.0448996,0.407912,0.03875164,33,PIAB,0.758026,0.148006,0.739277,0.0739277,33,PIRE,0.412498,0.0301005,0.349041,0.030366567,33,PIST,0.412578,0.0301083,0.349131,0.030374397,33,PRSE,0.96875,0.237277,0.97953,0.11362548,33,QURU,0.440823,0.0379237,0.38086,0.04532234,33,TSCA,0.757974,0.147994,0.739219,0.0739219
34,34,ACSA,3.94866,1.22113,1.52541,0.16321887,34,BEAL,9.48817,4.528,5.304,0.578136,34,ACRU,0.48187,0.0484977,0.427023,0.046118484,34,BELE,0.472833,0.045884,0.416855,0.045437195,34,BEPA,0.473069,0.0459132,0.41712,0.04546608,34,FAGR,0.992955,0.240825,1.00724,0.15310048,34,FRAM,0.473045,0.0459103,0.417094,0.03962393,34,PIAB,0.785157,0.154179,0.770113,0.0770113,34,PIRE,0.417953,0.0306288,0.355167,0.030899529,34,PIST,0.418035,0.0306367,0.355259,0.030907533,34,PRSE,1.0123,0.249358,1.0294,0.1194104,34,QURU,0.447708,0.0386943,0.388598,0.046243162,34,TSCA,0.785103,0.154167,0.770052,0.0770052
35,35,ACSA,4.27024,1.32846,1.72468,0.18454076,35,BEAL,10.1281,3.35405,5.80711,0.63297499,35,ACRU,0.490687,0.0496249,0.436948,0.047190384,35,BELE,0.481172,0.0469169,0.426238,0.046459942,35,BEPA,0.481413,0.0469467,0.426509,0.046489481,35,FAGR,1.03709,0.252919,1.05782,0.16078864,35,FRAM,0.481389,0.0469438,0.426482,0.04051579,35,PIAB,0.813393,0.16061,0.802235,0.0802235,35,PIRE,0.423503,0.0311663,0.3614,0.0314418,35,PIST,0.423586,0.0311743,0.361493,0.031449891,35,PRSE,1.058,0.262053,1.08181,0.12548996,35,QURU,0.454731,0.0394806,0.396495,0.047182905,35,TSCA,0.813337,0.160597,0.802172,0.0802172
36,36,ACSA,4.5364,1.11211,1.8915,0.2023905,36,BEAL,11.2077,5.91081,6.69373,0.72961657,36,ACRU,0.499707,0.0507782,0.447104,0.048287232,36,BELE,0.489696,0.047973,0.435833,0.047505797,36,BEPA,0.489943,0.0480035,0.43611,0.04753599,36,FAGR,1.08337,0.26562,1.11095,0.1688644,36,FRAM,0.489918,0.0480004,0.436083,0.041427885,36,PIAB,0.842777,0.167309,0.835697,0.0835697,36,PIRE,0.42915,0.0317133,0.367743,0.031993641,36,PIST,0.429234,0.0317215,0.367838,0.032001906,36,PRSE,1.10595,0.275395,1.13689,0.13187924,36,QURU,0.461896,0.0402828,0.404551,0.048141569,36,TSCA,0.842719,0.167296,0.835631,0.0835631
37,37,ACSA,5.04637,2.16373,2.21606,0.23711842,37,BEAL,12.1637,5.52547,7.52255,0.81995795,37,ACRU,0.508933,0.0519584,0.457495,0.04940946,37,BELE,0.49841,0.0490528,0.445643,0.048575087,37,BEPA,0.498662,0.049084,0.445927,0.048606043,37,FAGR,1.1319,0.27896,1.16674,0.17734448,37,FRAM,0.498637,0.0490809,0.445899,0.042360405,37,PIAB,0.873356,0.174288,0.870555,0.0870555,37,PIRE,0.434894,0.0322699,0.374197,0.032555139,37,PIST,0.43498,0.0322782,0.374293,0.032563491,37,PRSE,1.15625,0.289417,1.19478,0.13859448,37,QURU,0.469204,0.0411013,0.412771,0.049119749,37,TSCA,0.873296,0.174274,0.870486,0.0870486
